135.381	125.586	99.2044	132.676	134.411	114.367	119.511	135.66	134.693	118.741	116.098	133.591	137.973	133.767	114.803	113.125	134.336	140.333	139.684	133.542	118.121	94.0309	126.995	137.898	142.67	144.305	144.029	142.498	140.348	138.599	138.064	138.339	138.545	138.339	138.064	138.599	140.348	142.498	144.029	144.305	142.67	137.898	126.995	94.0309	118.121	133.542	139.684	140.333	134.336	113.125	114.803	133.767	137.973	133.591	116.098	118.741	134.693	135.66	119.511	114.367	134.411	132.676	99.2044	125.586	
126.257	87.2269	121.616	129.984	118.429	111.082	130.737	130.507	113.993	120.739	130.863	128.175	119.138	123.381	127.791	125.575	123.562	125.948	125.582	122.711	125.377	130.649	132.826	131.489	128.026	125.143	123.516	121.668	120.236	120.252	121.956	124.645	126.843	127.758	126.714	123.741	120.362	118.489	119.627	123.619	127.783	130.236	131.705	132.928	131.724	125.308	116.647	123.559	129.438	126.935	115.996	118.25	126.508	124.667	113.489	119.62	127.38	122.576	107.298	124.348	128.989	115.741	106.697	128.065	
92.0982	120.436	121.761	97.5977	114.005	127.568	123.321	106.811	125.511	130.602	123.862	121.624	129.25	129.559	125.809	124.188	123.326	124.288	128.975	132.518	131.809	126.584	125.61	131.954	135.401	136.122	136.878	138.55	139.806	139.445	137.952	137.168	137.958	138.968	138.705	137.513	137.336	138.873	139.827	137.731	132.037	126.04	125.773	127.826	130.172	134.247	135.896	131.022	119.166	121.732	128.309	126.154	115.719	115.357	123.558	121.794	107.462	113.316	123.244	119.388	96.5023	113.114	120.795	110.029	
131.338	129.297	97.8013	122.121	133.295	126.714	92.0807	132.155	138.976	130.184	101.826	136.846	143.056	136.52	104.14	123.617	136.181	138.256	136.411	131.618	120.016	111.334	132.969	142.32	144.684	143.1	140.324	138.551	137.381	135.135	132.124	130.901	132.298	133.576	132.977	132.321	134.931	139.958	143.763	144.544	142.484	138.456	132.165	118.591	110.86	133.968	142.325	142.318	134.042	105.863	118.588	133.902	136.096	129.762	114.407	121.177	132.106	132.98	121.71	109.938	129.904	131.866	115.224	113.12	
134.229	118.979	112.852	133.078	129.758	103.225	129.938	136.82	129.692	121.286	134.419	138.08	132.443	123.204	130.07	134.551	130.105	113.587	97.9054	120.781	130.61	135.405	136.539	133.416	123.088	95.6007	112.641	124.759	129.106	130.945	132.392	133.598	134.53	134.91	134.306	132.741	128.719	119.283	96.5548	94.9737	118.595	128.694	134.772	137.549	135.742	127.301	111.438	124.604	133.783	132.365	117.236	99.7316	125.993	129.695	118.686	98.4187	128.293	131.502	115.162	117.75	133.786	130.022	91.196	128.303	
116.587	110.38	127.479	126.978	108.338	123.556	132.566	125.272	110.965	132.323	135.459	122.269	118.896	135.907	137.199	124.921	112.259	134.546	140.947	139.426	131.581	117.429	116.431	130.806	140.045	145.151	147.147	146.922	145.507	144.011	142.973	142.141	141.764	142.2	143.233	144.516	145.414	145.793	145.876	145.157	142.156	134.034	114.205	120.951	135.775	140.717	139.7	133.377	123.832	126.956	133.942	132.747	119.028	108.032	123.442	121.9	106.715	103.246	116.037	122.233	119.809	105.959	119.306	126.11	
114.837	130.53	126	82.1592	130.429	133.906	112.744	126.207	139.648	135.669	105.497	133.236	143.238	140.256	119.733	118.6	138.927	143.195	139.719	128.026	115.836	131.707	140.717	144.269	144.249	141.144	134.882	125.3	114.905	116.454	121.379	120.539	115.085	110.589	112.67	116.62	118.873	125.741	135.582	142.324	145.213	144.59	140.389	130.761	111.185	127.976	140.864	144.023	137.88	108.668	125.802	139.166	137.978	122.4	100.64	128.814	131.175	119.88	110.629	122.611	120.156	119.689	125.35	115.897	
133.653	130.763	114.301	129.136	136.655	128.248	120.029	138.557	139.701	122.855	130.127	142.346	138.929	115.781	130.138	140.482	137.549	119.03	108.764	133.153	140.133	141.167	137.313	125.999	100.784	126.265	138.704	144.04	146.11	146.899	147.197	146.945	146.355	146.128	146.703	147.438	146.83	143.508	136.483	124.592	111.733	123.433	135.394	141.709	142.23	134.418	99.3293	126.189	138.221	136.793	120.913	111.457	131.697	133.068	118.018	106.589	130.511	131.604	113.468	115.242	132.11	131.177	116.184	123.164	
132.887	111.241	123.28	136.651	128.462	105.113	135.173	136.112	110.109	129.002	140.693	133.79	86.2237	138.164	144.36	135.507	96.8013	138.567	146.905	145.091	133.959	104.938	125.804	139.68	146.675	150.162	150.888	149.085	145.275	140.847	137.464	135.549	134.631	135.006	137.559	141.715	145.642	148.285	149.665	149.962	148.485	142.977	126.512	109.935	139.341	146.493	144.687	133.557	119.115	133.45	138.575	134.034	117.427	123.389	132.102	124.011	81.3611	125.579	124.532	99.1242	127.071	128.582	94.5954	126.834	
115.529	122.011	130.895	127.866	119.959	131.287	132.618	120.787	132.029	139.916	132.04	116.146	141.658	146.259	135.676	108.851	142.205	148.417	144.098	127.351	127.629	142.767	147.35	146.607	142.165	133.003	112.466	109.754	130.413	138.26	141.086	141.716	141.822	141.835	140.934	137.678	129.894	109.415	108.049	133.648	144.284	148.788	148.221	141.14	118.908	125.526	141.988	145.287	138.744	104.024	131.478	143.443	139.851	109.823	127.801	137.976	129.25	91.4077	125.177	124.733	105.631	115.103	123.218	122.346	
